case_number,species,nez_taille_oeil,nez_longueur_museau,nez_largeur_museau,nez_epaisseur,gueule_taille_dent,gueule_ecart_machoire,aileronHaut_longueur,aileronHaut_largeur,tronc_longueur,tronc_epaisseur,tronc_largeur,aileronBas_longueur,aileronBas_largeur,queue_taille_aileron,queue_longueur,aileronArriere_longueur,aileronArriere_largeur,bas_longueur,bas_epaisseur,bas_largeur
1961.05.21,white shark,8.85,9.77,4.02,14.69,2.25,23.62,16.01,4.29,4.95,2.84,7.04,10.16,5.39,13.62,11.95,2.43,3.63,4.64,3.48,3.09
1961.05.15,hammerhead shark,8.25,14.09,3.82,1.96,1.41,23.0,17.86,7.59,6.52,3.33,3.78,9.19,9.79,13.31,23.15,1.63,1.94,7.1,1.3,6.35
1961.04.25,wobbegong shark,5.51,14.99,13.48,1.89,2.64,47.98,7.73,8.76,8.95,2.93,8.43,10.84,9.51,5.51,14.64,3.5,2.27,8.46,4.63,6.64
1961.04.21,zambesi shark,6.03,5.36,11.14,1.13,4.24,40.99,14.45,3.33,3.17,4.44,7.6,9.97,5.57,8.34,17.94,3.87,3.01,2.67,2.65,2.45
1961.04.17,yellow shark,9.07,11.0,7.1,9.38,3.24,89.63,18.93,3.87,6.03,5.64,8.22,16.66,6.99,17.43,12.19,4.33,1.59,2.63,4.64,3.64
1961.04.16.b,tiger shark,3.85,14.98,4.47,13.86,4.61,49.62,16.85,6.89,2.32,6.34,5.79,16.31,9.48,19.15,19.97,5.49,1.62,4.81,2.33,2.79
1961.04.16.a,wobbegong shark,4.67,10.25,13.86,6.7,2.43,53.18,12.41,2.65,5.26,6.07,5.75,12.14,6.34,13.99,23.48,3.73,3.05,3.69,4.8,6.08
1961.04.14,loxodon,5.73,10.75,7.13,4.85,2.45,73.23,19.95,4.25,5.36,5.2,2.21,19.33,7.86,10.47,5.86,2.35,3.59,3.6,2.4,5.86
1961.04.09,zambesi shark,8.44,13.03,11.95,6.31,2.59,66.07,12.76,6.89,8.29,2.76,8.61,7.7,8.33,14.2,22.79,1.98,1.47,9.0,4.07,2.98
1961.04.03,grey nurse shark,9.14,7.02,4.08,3.15,1.62,94.59,7.42,5.78,9.25,4.61,8.12,19.25,8.34,6.49,15.1,1.67,3.61,3.56,1.71,6.06
1961.04.00,wobbegong shark,1.16,11.9,11.63,12.98,2.45,91.26,13.73,4.65,8.03,3.0,9.65,18.26,7.53,5.43,10.02,1.3,1.82,5.43,3.23,3.04
1961.03.30,bronze whaler shark,6.28,14.9,9.72,6.17,3.24,37.4,15.29,7.52,3.34,5.55,6.93,9.63,3.88,12.84,9.46,5.82,2.65,2.43,5.94,4.66
1961.03.12,white shark,6.59,10.95,8.67,4.35,3.62,38.6,6.44,4.02,4.41,2.16,5.6,6.15,3.71,17.87,18.81,1.57,1.9,3.23,2.59,7.33
1961.03.09,grey reef shark,7.83,11.26,2.58,10.04,3.54,59.43,8.84,6.39,5.79,1.8,9.78,10.17,8.95,16.56,16.39,3.38,3.51,6.41,3.52,4.63
1961.03.07,zambesi shark,8.65,9.76,14.64,12.6,4.89,91.47,13.7,6.13,5.69,5.61,8.59,10.72,4.05,12.56,18.63,1.73,1.75,5.23,4.23,6.72
1961.02.17.a,banjo shark,3.54,5.7,2.99,7.33,4.14,32.55,8.81,7.94,7.95,7.76,3.63,18.91,2.38,8.17,14.04,1.43,1.35,4.4,3.22,3.67
1961.02.01.a,grey nurse shark,7.36,14.63,5.72,2.61,3.76,21.86,13.6,2.2,8.7,4.47,9.8,12.11,2.65,12.06,11.16,3.15,3.68,2.33,5.24,7.63
1961.01.22,white shark,1.19,5.02,2.06,2.86,4.03,91.14,9.07,7.04,4.7,6.03,8.28,15.92,5.61,18.73,7.1,4.97,3.65,6.83,1.57,7.8
1961.01.15,wobbegong shark,3.72,12.03,8.2,7.25,4.8,69.24,10.52,8.5,3.88,1.46,4.46,8.37,8.72,11.91,27.49,3.24,1.54,4.52,1.25,3.01
1961.01.06.c,white shark,8.75,12.15,10.61,13.73,3.95,70.2,14.25,7.53,2.63,2.88,7.6,13.67,4.36,9.77,7.69,2.24,1.63,3.56,2.2,3.36
1961.01.06.a,hammerhead shark,3.26,8.84,14.4,9.02,1.33,97.39,10.12,3.25,9.56,2.41,4.75,18.7,3.99,11.67,13.3,3.15,1.01,2.87,1.31,5.02
1961.01.05,zambesi shark,7.79,10.77,3.2,3.11,1.35,97.45,15.35,6.97,9.58,2.53,2.21,18.68,9.51,13.57,22.51,1.05,1.89,7.32,4.77,5.29
1960.12.24,white shark,3.12,8.65,8.46,7.31,3.43,68.87,6.78,7.67,5.82,2.18,5.05,19.9,4.79,18.41,17.88,4.33,1.52,4.98,5.24,4.79
1960.12.20,grey nurse shark,5.42,11.25,12.02,4.27,3.35,51.18,8.74,8.32,4.27,2.93,7.65,7.16,5.87,16.93,16.29,1.05,2.69,6.92,3.85,5.09
1960.12.01,bull shark,8.25,6.92,2.99,14.03,2.21,28.21,13.99,9.48,6.85,1.37,6.79,12.08,6.94,9.2,8.68,5.77,2.74,5.15,4.09,3.72
1960.11.06,wobbegong shark,7.33,13.64,7.09,7.74,3.84,43.32,8.84,8.96,6.22,7.31,7.4,15.59,8.05,5.54,19.16,1.57,3.14,7.15,4.98,2.5
1960.11.00.d,white shark,4.46,9.15,6.22,13.78,3.42,91.22,10.95,2.15,9.61,7.02,4.9,15.67,7.99,11.37,21.1,2.09,3.4,6.22,5.79,7.17
1960.11.00.c,blacktip shark,2.27,10.69,14.22,3.64,2.33,75.05,13.2,9.27,7.85,7.46,4.58,9.28,9.54,5.08,10.32,2.65,1.02,5.75,3.68,6.73
1960.10.24,white shark,9.06,6.05,3.82,9.07,3.91,71.98,12.75,7.53,7.5,7.31,3.1,13.85,9.69,7.1,5.63,1.98,1.3,8.19,4.58,3.72
1960.10.00.b,white shark,7.66,9.25,7.6,11.02,3.53,93.62,6.93,5.77,3.87,5.77,6.04,5.18,3.46,18.3,12.88,4.63,3.3,9.55,5.39,7.96
1960.08.10,lemon shark,1.44,11.28,10.69,4.15,4.24,64.06,13.69,3.9,8.5,7.9,4.24,11.65,2.16,12.63,8.95,4.21,1.19,7.15,3.83,6.99
1960.07.03,sand shark,1.08,13.8,3.53,10.82,3.82,36.11,16.78,4.94,8.45,4.85,8.45,16.42,4.7,11.03,14.78,2.81,1.63,9.0,1.41,5.7
1960.06.27.b,white shark,5.73,12.14,6.22,13.29,2.26,75.72,17.6,7.95,5.28,4.74,7.75,18.25,3.48,11.39,7.57,2.05,3.83,2.11,2.91,2.68
1960.06.24,mako shark,6.64,5.14,6.14,8.71,1.67,71.73,5.22,8.03,2.47,3.67,3.87,15.55,5.42,15.22,6.14,3.73,3.2,6.8,4.55,3.95
1960.05.24,dusky shark,8.64,6.46,12.82,6.76,4.09,82.14,6.03,9.27,9.4,3.3,7.67,14.12,4.1,5.51,8.55,3.06,2.56,9.69,3.25,4.11
1960.05.19,white shark,5.14,13.83,3.43,3.88,2.09,20.67,11.97,7.23,5.14,4.06,6.08,17.52,3.35,8.46,24.18,1.56,1.03,9.88,5.6,7.39
1960.05.16,lemon shark,6.61,6.36,2.78,14.99,3.03,92.7,10.44,4.69,4.32,3.72,3.84,6.03,7.5,5.95,14.87,5.36,3.57,9.85,2.14,2.84
1960.04.30,white shark,5.89,6.3,4.81,12.27,3.39,88.14,6.7,3.47,6.31,7.32,8.25,6.97,7.54,9.79,20.97,2.49,1.29,7.76,5.41,5.15
1960.04.24,white shark,8.25,9.91,13.34,4.13,3.88,66.29,8.33,8.5,4.95,1.56,3.03,13.33,2.11,14.33,11.72,2.49,2.36,8.86,1.58,3.09
1960.04.22,bronze whaler shark,7.2,7.62,11.87,13.58,2.03,31.69,7.06,6.81,4.21,4.75,4.76,8.65,3.35,11.48,9.93,1.58,2.21,2.48,2.05,6.84
1960.04.20.R,raggedtooth shark,8.19,12.86,2.6,7.24,3.37,78.47,6.28,7.26,6.85,2.25,8.57,9.74,9.16,10.32,28.29,2.88,3.98,3.7,4.57,2.67
1960.04.12,white shark,1.73,13.29,2.64,12.19,1.64,74.18,18.16,9.01,8.99,4.66,5.37,18.19,4.46,8.76,20.64,4.85,1.17,8.25,3.71,5.18
1960.04.10,sandtiger shark,2.56,6.3,4.32,9.38,4.06,56.59,9.58,2.28,7.93,4.38,8.73,9.83,3.1,16.96,10.98,4.51,3.79,9.41,1.9,7.35
1960.04.03.a,bronze whaler shark,1.33,14.36,14.23,11.54,4.89,36.28,6.28,9.34,6.7,2.16,2.01,13.95,8.32,9.34,5.03,4.99,1.42,8.09,1.24,4.15
1960.04.01,white shark,8.78,8.05,5.62,14.09,3.48,53.65,12.99,6.92,4.07,7.64,3.41,9.89,10.0,14.75,28.56,4.34,2.65,6.74,5.16,4.74
1960.04.00.a,white shark,7.4,13.95,10.87,11.71,4.61,81.86,10.51,6.63,5.18,1.34,7.92,15.32,9.33,7.6,29.6,1.33,2.51,4.47,3.36,7.97
1960.02.27.b,bronze whaler shark,7.04,8.12,6.43,9.68,4.45,20.75,17.05,6.53,7.42,6.41,9.14,9.98,7.53,13.33,6.54,1.52,2.08,2.19,2.89,2.34
1960.02.27.a,barracuda,2.85,7.63,12.06,12.72,3.45,61.14,14.56,4.62,5.51,4.65,6.8,10.23,4.98,11.27,29.65,1.52,3.29,3.26,2.93,2.22
1960.02.19,tiger shark,2.73,9.7,8.45,14.71,4.73,94.76,15.94,7.3,3.99,4.7,8.68,15.53,9.2,5.67,16.84,4.88,2.17,3.38,1.56,7.64
1960.02.10.,tiger shark,8.36,13.19,12.39,11.31,1.3,94.45,11.6,5.47,2.4,2.89,9.91,12.44,8.89,8.28,11.65,4.68,3.76,4.11,4.01,3.44
1960.02.07,grey nurse shark,1.0,8.61,5.54,2.14,1.43,27.63,15.48,3.28,4.2,7.97,5.5,15.74,2.73,11.66,13.36,5.65,2.38,7.81,4.63,4.18
1960.01.16,bull shark,1.08,12.87,4.57,11.56,1.33,57.28,8.42,8.17,2.08,4.54,3.43,14.96,8.07,5.48,29.77,3.42,3.41,8.25,1.76,5.03
1960.01.13,wobbegong shark,5.44,5.14,6.58,10.0,4.29,34.09,12.66,8.28,5.6,5.13,8.85,19.08,4.46,5.43,21.45,4.39,3.15,7.11,5.1,5.8
1960.00.00.g,blacktail reef shark,2.48,6.65,7.05,4.28,3.41,77.87,19.14,7.79,4.38,3.28,4.47,7.73,3.08,18.48,18.3,4.69,3.23,3.52,5.84,4.58
1960.00.00.f,blacktip reef shark,4.53,11.54,10.79,13.91,2.1,90.24,15.73,3.55,8.45,4.82,6.53,12.42,8.55,11.05,5.07,2.09,1.92,5.35,3.53,2.98
1959.12.29,tiger shark,6.43,11.88,10.16,1.6,4.01,83.03,18.42,2.17,6.44,4.84,5.46,12.22,6.07,9.63,13.54,1.82,1.23,7.88,4.96,7.46
1959.12.03,mako shark,5.77,12.41,11.67,7.94,3.13,35.46,19.42,9.54,4.27,4.8,6.46,18.64,9.37,15.41,19.51,2.35,3.41,3.86,2.12,6.42
1959.11.15,thresher shark,2.82,6.66,2.45,10.57,2.95,84.93,15.75,6.88,9.1,4.87,7.1,7.45,3.57,6.67,7.95,5.77,2.27,4.98,1.97,3.3
1959.11.10,blue shark,7.16,8.73,6.75,3.22,2.33,65.0,17.9,4.26,7.91,6.32,5.2,13.17,2.3,17.35,11.56,3.94,2.59,8.51,4.46,3.08
1959.11.09,carpet shark,6.95,10.25,7.74,8.37,3.76,49.0,7.22,4.45,8.72,6.39,9.63,17.12,3.64,10.78,14.26,1.14,1.15,9.75,5.53,5.39
1959.10.04,white shark,6.77,5.22,13.51,9.41,2.12,53.31,18.54,4.16,8.69,1.15,4.27,16.69,7.2,15.89,17.2,2.69,2.28,7.56,5.15,2.63
1959.10.00,tiger shark,8.3,6.32,3.64,1.99,4.42,50.1,16.4,2.28,3.43,5.52,7.46,8.78,3.22,9.8,21.57,1.09,2.79,2.43,4.74,4.59
1959.09.26.b,hammerhead shark,6.97,6.48,8.2,8.93,2.97,95.91,10.19,9.43,7.04,5.42,4.05,16.99,6.37,15.32,14.84,5.94,3.94,5.88,4.16,4.02
1959.09.26.a,white shark,8.01,5.65,3.09,5.26,2.41,25.33,9.4,6.1,4.12,6.09,7.56,7.1,6.57,19.48,9.78,4.74,1.57,3.4,3.35,5.96
1959.09.11,white shark,3.35,7.19,13.27,5.41,3.61,45.41,12.26,9.44,9.75,7.36,7.21,5.16,2.38,19.79,7.67,2.81,2.28,7.14,1.77,5.13
1959.08.31.R,white shark,8.98,13.0,6.05,13.91,2.98,46.66,18.19,2.69,4.32,6.89,2.35,15.63,8.17,9.8,16.04,6.0,2.57,7.65,4.25,3.93
1959.08.13,hammerhead shark,8.48,5.88,4.97,5.73,2.48,85.31,15.47,5.73,8.52,5.43,2.72,17.48,4.59,8.37,15.88,5.77,1.8,5.87,4.73,4.05
1959.08.11,blue shark,3.3,11.79,10.42,11.84,2.18,80.16,9.74,6.8,3.93,1.64,7.21,12.61,9.94,9.36,16.92,1.16,3.06,3.93,4.44,2.84
1959.07.30,white shark,1.29,9.13,4.39,8.84,2.26,52.58,9.75,4.9,4.26,4.83,9.7,8.34,2.51,9.63,23.42,2.09,1.34,9.65,1.86,2.37
1959.07.28,hammerhead shark,5.22,5.48,8.99,8.47,2.2,44.4,15.92,5.89,5.52,2.98,6.77,13.83,5.61,7.88,15.81,4.6,3.18,4.37,2.63,7.48
1959.07.25.b,blue shark,8.77,9.29,12.71,3.52,2.52,35.06,17.7,7.73,5.0,2.76,7.43,12.97,3.21,11.76,27.3,2.16,1.66,6.8,2.21,5.21
1959.07.25.a,hammerhead shark,1.98,9.8,9.16,5.5,1.68,97.58,10.15,2.27,5.03,7.83,7.13,6.95,3.87,9.8,28.35,2.0,1.38,5.4,3.59,3.92
1959.07.23.b,hammerhead shark,7.1,7.78,12.96,8.26,4.26,69.45,15.02,2.91,4.21,5.62,6.31,16.05,8.53,12.54,28.17,1.33,3.06,7.54,3.06,3.52
1959.07.23.a,blue shark,2.88,12.83,9.86,8.28,4.56,20.5,6.94,3.11,7.59,3.81,5.11,7.77,9.32,14.05,7.07,5.6,3.43,6.31,3.66,2.06
1959.07.02,nurse shark,7.72,9.62,14.13,6.25,1.68,82.24,15.45,8.9,4.67,5.2,9.34,6.23,4.38,19.13,17.3,4.08,3.3,5.51,3.85,6.62
1959.07.00.b,oceanic whitetip shark,1.64,6.78,6.38,10.85,1.35,40.7,16.39,9.22,9.28,2.0,5.81,5.26,9.89,18.18,29.0,5.04,3.9,5.3,2.15,7.21
1959.06.14.a,white shark,5.43,12.79,14.61,12.18,4.78,55.61,14.36,4.76,5.07,3.72,7.9,17.86,7.89,11.53,27.24,4.33,3.68,7.24,5.34,4.0
1959.05.30,white shark,4.14,7.05,7.91,14.34,3.04,96.66,6.52,3.88,6.46,4.81,7.67,10.9,8.44,14.43,18.32,1.05,3.17,4.26,2.8,3.65
1959.05.07,white shark,9.87,14.55,11.87,4.37,4.7,33.61,11.49,3.23,4.09,5.81,2.47,6.33,9.84,11.72,16.07,1.56,3.31,9.12,5.9,7.34
1959.05.03,tiger shark,8.5,7.73,12.48,4.63,4.2,80.52,14.21,9.95,4.9,7.97,3.43,11.98,6.57,16.79,20.92,1.69,1.81,4.76,3.24,5.94
1959.04.11,tiger shark,9.64,14.67,5.13,4.81,4.69,61.43,12.99,2.99,6.14,1.29,9.38,17.18,3.06,7.65,9.25,1.69,1.72,7.91,1.1,6.28
1959.03.00,tiger shark,8.22,7.91,10.08,3.64,4.42,44.23,17.67,8.79,6.57,7.74,2.34,11.47,9.32,14.01,25.7,4.49,1.97,3.35,3.29,2.28
1959.02.28,mako shark,1.85,8.18,12.67,6.97,4.44,54.95,12.68,2.53,4.12,7.18,3.03,9.52,9.29,5.48,11.43,4.42,3.24,6.29,5.56,6.6
1959.01.31,grey nurse shark,3.4,9.03,5.29,13.82,2.67,67.28,14.94,5.21,9.66,3.26,4.44,14.96,9.78,5.56,24.15,5.46,3.02,4.02,2.3,7.08
1959.01.15,white shark,7.41,7.7,14.3,8.97,1.34,61.99,17.7,2.01,8.94,2.83,6.45,12.66,7.62,8.51,23.81,5.68,3.8,4.6,3.11,3.59
1959.00.00.g,white shark,3.68,9.45,3.77,5.83,3.04,28.41,12.18,5.64,3.85,1.27,6.76,5.75,8.32,6.45,19.12,4.99,2.41,9.61,4.98,6.92
1959.00.00.e,tiger shark,6.14,12.23,2.97,8.76,2.07,28.7,15.6,4.81,9.29,4.95,4.91,13.11,6.84,15.79,10.1,3.89,2.27,9.47,3.95,4.0
1958.12.28,white shark,3.94,10.92,13.8,5.64,3.53,75.64,8.27,7.16,5.71,6.08,9.69,5.99,9.91,14.09,5.27,4.93,1.97,3.06,1.38,6.81
1958.12.13,tiger shark,6.22,10.08,2.12,6.92,1.85,42.76,9.86,3.95,9.03,1.78,5.09,5.18,8.3,5.28,26.97,5.99,1.65,4.67,2.75,8.0
1958.12.12,tiger shark,9.67,6.32,6.89,11.07,1.43,23.75,14.22,4.56,3.52,2.16,9.17,15.37,5.62,13.89,22.98,3.27,2.3,7.53,4.92,4.64
1958.11.05,white shark,3.9,13.01,12.59,1.48,1.67,38.54,9.82,5.06,6.63,2.83,9.11,11.59,8.5,15.64,20.79,2.84,1.42,7.58,4.64,2.72
1958.09.13,blue shark,2.93,6.23,9.16,11.89,5.09,23.11,18.44,7.5,4.09,1.94,8.85,15.82,6.07,16.78,5.67,2.87,1.82,9.9,1.28,6.63
1958.08.31,hammerhead shark,1.35,13.45,7.59,7.37,2.5,23.13,13.49,5.74,3.94,7.32,7.54,7.6,4.5,14.61,15.81,4.5,3.21,7.41,2.39,6.87
1958.07.27.b,tiger shark,3.95,13.65,6.26,8.15,5.08,91.6,19.38,3.75,9.34,1.33,9.59,19.67,8.3,16.49,5.77,3.15,3.53,5.38,5.5,3.75
1958.07.27.a,tiger shark,4.58,10.69,3.62,7.91,2.2,56.56,10.04,3.37,4.02,3.39,9.65,8.79,4.92,15.36,14.01,5.59,2.23,8.11,4.09,2.06
1958.07.02,nurse shark,1.61,5.19,4.32,11.43,1.64,34.01,7.3,2.57,6.03,1.51,7.15,13.57,3.47,18.31,26.22,3.05,3.19,8.45,3.31,4.2
1958.07.00.b,tiger shark,5.78,14.09,4.26,2.09,4.7,87.25,5.28,9.4,2.6,3.32,8.05,19.28,6.95,19.7,28.12,5.93,1.8,6.95,4.61,4.99
1958.06.26,nurse shark,3.4,9.97,6.03,13.32,3.46,91.42,10.38,7.65,7.72,4.12,9.36,7.94,5.74,17.66,17.89,2.16,1.42,7.25,5.28,3.71
1958.06.24,tiger shark,6.02,9.0,14.36,1.68,3.1,54.21,10.21,2.72,9.16,6.47,5.61,19.45,5.14,8.7,17.0,2.43,3.55,5.45,2.39,7.43
1958.06.17,nurse shark,6.65,5.39,13.1,8.21,3.13,49.45,11.7,3.95,2.89,1.12,2.31,14.3,9.32,18.85,19.92,2.96,2.89,4.34,4.8,2.53
1958.04.30,nurse shark,2.88,9.25,10.63,14.24,1.49,48.19,7.9,3.41,7.25,5.65,8.69,19.55,4.74,13.58,21.31,4.72,1.67,9.3,3.16,4.27
1958.04.19,mako shark,5.86,13.7,12.28,12.8,2.41,75.77,11.15,3.91,8.19,6.84,9.08,12.9,8.65,10.29,8.52,2.27,3.89,7.42,4.44,5.98
1958.02.01,nurse shark,5.75,6.25,2.67,6.33,4.8,36.39,15.16,4.33,6.57,1.7,2.59,16.54,2.94,8.15,21.02,4.23,1.99,7.05,1.36,5.63
1958.01.09,white shark,6.07,13.71,13.44,12.22,3.7,72.11,19.97,7.25,5.07,2.87,6.24,10.84,2.32,16.98,21.43,3.35,3.78,3.85,4.94,6.42
1958.00.00.b,white shark,2.64,6.76,14.78,14.7,3.05,80.63,17.34,8.53,9.55,4.42,6.54,8.8,7.55,11.61,16.77,1.36,3.91,7.75,3.97,6.55
1957.09.02,carcharinid shark,5.63,13.67,5.33,5.46,2.08,83.51,19.51,7.66,7.39,5.65,3.39,11.49,4.59,10.18,18.92,1.39,3.29,9.33,5.2,5.64
1957.08.00,bull shark,2.63,5.46,10.88,6.57,3.63,75.38,16.76,6.05,8.7,2.83,4.91,15.21,8.98,18.08,18.69,2.74,3.73,8.54,4.8,4.37
1957.07.24,white shark,3.09,14.07,7.08,13.55,4.21,50.61,11.68,8.59,7.95,1.99,7.05,12.26,2.83,7.06,14.12,1.71,3.29,3.84,5.88,2.41
1957.07.15,white shark,7.89,10.96,11.68,5.82,2.16,95.19,16.45,9.66,6.94,4.69,4.08,13.46,4.37,12.49,18.2,2.22,2.47,9.12,3.31,7.18
1957.04.28,white shark,7.99,7.72,9.51,3.06,3.33,21.51,13.18,5.95,6.65,3.84,8.92,7.67,6.33,6.53,20.2,1.53,1.76,5.34,1.57,6.25
1957.04.23,wobbegong shark,5.62,8.97,8.71,3.61,3.8,35.78,15.98,2.49,9.82,6.84,3.93,14.59,6.12,17.87,15.57,4.18,3.11,2.26,1.8,7.05
1957.02.00,mako shark,5.38,6.38,3.62,8.46,3.7,40.48,14.79,8.26,3.91,3.97,2.96,19.44,3.85,9.93,26.44,2.32,3.48,2.72,4.09,2.62
1957.00.00.f,bull shark,2.8,9.57,12.65,1.22,2.14,87.42,5.27,3.66,8.09,2.22,8.19,18.39,5.61,18.58,7.23,3.56,3.68,7.58,2.5,3.43
1957.00.00.d,bull shark,3.55,14.57,14.22,12.83,1.92,21.43,17.44,7.83,5.55,3.67,7.92,6.94,9.99,17.65,5.59,5.71,3.54,9.78,3.53,5.83
1957.00.00.c,bull shark,5.6,13.31,5.0,4.71,3.08,61.72,16.52,4.11,9.98,5.11,6.4,13.04,5.53,6.14,7.36,5.21,3.42,9.38,5.86,3.38
1956.12.26,tiger shark,9.14,6.8,13.93,6.55,3.21,45.11,11.77,9.97,6.46,5.62,9.89,14.89,8.56,19.04,10.19,4.22,3.37,8.6,4.81,7.09
1956.12.09,mako shark,6.68,14.46,9.38,8.88,1.82,25.6,10.81,4.41,2.17,4.15,2.1,6.02,7.42,17.3,20.15,5.83,2.55,4.95,4.86,4.87
1956.10.27,white shark,8.25,11.28,7.06,6.92,3.37,39.2,5.76,5.25,2.36,6.08,5.5,9.29,5.87,6.15,16.28,5.06,3.49,3.99,2.63,6.21
1956.10.07,lemon shark,7.65,5.08,10.04,1.19,4.96,96.32,13.12,9.62,6.82,5.56,9.46,9.6,6.12,6.22,23.95,5.78,1.47,5.37,1.25,6.83
1956.09.23,sand shark,6.8,13.7,10.42,9.16,3.74,95.97,18.36,5.94,5.11,5.63,2.52,10.58,8.92,9.21,8.57,4.95,3.39,4.32,1.57,5.29
1956.09.13,blue shark,1.85,5.13,10.64,8.88,2.02,46.2,14.53,8.08,4.01,4.34,4.31,14.08,5.85,19.43,27.88,4.57,1.71,3.06,2.02,2.68
1956.09.00.b,tiger shark,1.86,10.07,10.27,8.99,3.03,77.53,15.89,5.16,2.8,1.76,4.2,12.76,3.72,15.12,20.31,5.33,1.19,8.82,2.44,4.68
1956.09.00.a,white shark,7.82,11.1,13.7,9.0,4.16,43.38,5.07,9.0,5.61,2.74,5.75,6.22,9.38,17.77,15.12,1.4,1.33,7.51,3.8,3.05
1956.08.15.b,wobbegong shark,5.73,10.74,10.2,10.97,4.25,45.19,6.46,6.56,2.36,7.4,6.0,9.32,4.16,14.11,8.31,5.99,2.78,2.35,1.89,5.31
1956.08.15.a,white shark,1.95,7.62,12.99,12.41,4.68,21.21,18.61,5.52,6.68,4.24,7.13,5.55,2.71,6.61,14.16,5.92,1.14,3.54,1.27,6.38
1956.08.00.c,white shark,5.16,9.7,7.5,1.12,2.93,31.98,9.04,5.69,6.78,7.45,8.91,16.0,4.28,10.58,21.43,4.37,2.32,3.67,2.58,2.73
1956.07.20,white shark,5.29,5.09,4.6,11.18,1.68,24.63,8.7,9.38,6.56,2.21,3.31,18.14,9.07,15.35,25.34,2.17,2.41,9.73,5.81,4.55
1956.05.26.R,white shark,7.54,11.4,8.87,7.22,3.53,38.71,7.73,3.65,2.1,4.81,9.67,12.6,7.92,14.91,13.31,2.29,1.8,2.95,2.1,3.94
1956.03.25,white shark,3.44,8.06,3.13,3.18,2.58,56.95,5.12,6.51,5.48,3.52,5.81,8.79,7.9,13.96,11.34,2.93,3.72,9.09,1.66,5.51
1956.00.00.f,white shark,3.15,11.48,4.0,1.34,4.54,27.3,18.04,3.06,8.49,7.85,7.32,8.48,8.5,18.52,12.1,2.89,3.87,2.75,4.97,6.24
1956.00.00.e,sand shark,3.51,8.02,12.35,7.93,1.43,35.89,16.84,6.39,5.1,1.52,6.02,11.99,3.77,6.77,13.62,4.99,1.28,4.81,3.43,6.4
1955.11.16,wobbegong shark,4.44,11.02,9.57,3.22,4.11,42.91,13.83,8.31,8.19,7.63,4.0,13.01,4.04,7.78,27.35,4.01,2.06,6.58,4.78,2.41
1955.08.30.a,blue shark,6.46,13.5,6.94,6.09,3.89,80.66,17.06,5.27,3.07,2.58,9.91,8.33,9.85,18.35,13.6,3.79,1.31,5.45,2.85,6.27
1955.08.26,white shark,6.85,8.48,4.32,4.27,2.15,97.23,17.43,7.69,9.14,2.44,2.69,17.2,9.85,11.23,6.98,4.78,1.06,7.18,2.72,4.48
1955.08.08,blue shark,2.28,5.6,2.18,10.2,4.05,51.86,14.22,3.02,8.69,7.24,8.73,12.39,9.42,11.7,28.35,1.34,1.98,8.59,5.9,5.42
1955.07.25,blue shark,6.96,14.89,10.59,9.81,1.97,72.14,5.07,4.64,2.02,1.48,2.15,12.7,9.18,15.86,27.52,1.38,3.59,5.41,2.37,4.89
1955.07.23,sand shark,9.08,13.51,6.66,5.37,2.28,32.14,17.96,9.58,6.12,4.49,2.7,9.45,5.76,7.96,10.88,2.07,1.53,8.45,2.38,4.65
1955.07.15,white shark,3.73,11.74,6.99,3.27,3.81,54.4,19.66,6.13,7.31,3.49,3.14,10.85,9.83,6.06,9.41,4.5,2.39,9.91,2.3,5.16
1955.02.10,leopard shark,2.52,13.33,13.68,5.3,2.9,84.72,19.45,4.38,5.61,7.79,8.65,9.67,9.58,18.79,21.11,2.14,2.42,8.04,5.57,6.67
1955.02.06,white shark,6.81,12.97,6.92,1.36,1.85,92.6,17.0,5.95,9.73,3.71,3.66,17.82,6.6,16.22,11.44,2.26,3.6,8.14,3.91,4.49
1955.02.05,white shark,1.31,5.89,11.28,5.88,1.76,46.06,6.93,8.9,4.81,2.55,6.42,19.71,9.57,9.24,28.8,1.23,2.28,8.94,4.49,7.22
1955.01.17,bronze whaler shark,6.84,8.97,12.33,13.38,4.99,60.02,5.62,8.9,3.43,5.64,4.09,9.1,5.86,5.69,8.33,4.29,1.77,6.82,1.59,4.14
1954.11.20,blacktip reef shark,1.18,7.31,3.11,4.43,1.49,96.95,8.96,6.38,2.97,4.12,2.04,18.81,8.21,13.06,14.97,1.54,3.08,4.68,1.08,2.84
1954.10.02.b,white shark,8.6,13.25,3.44,2.84,3.55,82.91,12.87,4.47,6.46,2.34,3.88,16.12,5.8,10.62,27.82,2.58,1.71,9.5,2.24,3.23
1954.08.14,sand shark,5.98,14.43,2.78,4.78,1.87,23.31,14.35,9.3,6.2,5.44,8.92,8.66,5.11,16.94,6.1,2.49,2.96,5.75,5.75,3.94
1954.08.12.b,nurse shark,1.71,13.47,4.42,8.59,3.85,94.18,18.57,9.35,8.06,2.11,9.29,11.85,4.23,9.16,12.61,5.88,3.28,7.89,5.24,2.12
1954.08.12.a,nurse shark,7.99,12.94,11.75,7.76,3.44,51.34,19.34,8.95,4.53,7.51,2.02,13.56,7.82,17.02,13.66,5.03,3.78,2.61,5.43,3.16
